Brand,Price,Body,Mileage,EngineV,Engine Type,Registration,Year
BMW,5800,other,400,2,Petrol,yes,1998
Mercedes-Benz,11000,sedan,263,3.2,Diesel,yes,2001
Renault,4500,sedan,305,1.5,Diesel,yes,2004
Renault,14200,crossover,83,2,Diesel,yes,2012
BMW,71500,crossover,19,2.5,Diesel,yes,2015
Audi,6200,sedan,200,1.8,Petrol,yes,2003
Volkswagen,10500,van,130,1.9,Diesel,yes,2010
Toyota,12700,sedan,136,3.5,Petrol,yes,2007
Audi,7000,other,126,2.6,Petrol,yes,1998
BMW,4500,sedan,230,4,Gas,yes,1994
BMW,4800,vagon,400,2.5,Diesel,yes,1994
Renault,11500,van,170,1.5,Diesel,yes,2012
BMW,42000,crossover,33,2,Petrol,yes,2014
Audi,2500,sedan,371,2.2,Gas,yes,1987
Mercedes-Benz,22600,crossover,165,3,Diesel,yes,2007
Volkswagen,9900,sedan,80,1.6,Petrol,yes,2011
Mercedes-Benz,13500,van,259,3,Diesel,yes,2007
Volkswagen,10600,other,140,2,Other,yes,2007
Mercedes-Benz,12500,van,242,2.2,Diesel,yes,2008
Renault,7499,van,123,1.5,Diesel,yes,2009
Volkswagen,9999,hatch,118,1.2,Diesel,yes,2011
Toyota,18600,hatch,73,1.6,Petrol,yes,2013
Volkswagen,7600,hatch,225,1.4,Petrol,yes,2004
Volkswagen,NA,other,201,1.9,Diesel,yes,2007
Volkswagen,9200,hatch,127,1.6,Petrol,yes,2007
Audi,3700,vagon,290,1.9,Diesel,no,2002
BMW,26000,crossover,270,4.8,Petrol,yes,2008
BMW,12950,sedan,268,4,Diesel,yes,2004
Mitsubishi,15200,crossover,193,3,Gas,yes,2008
Audi,62000,vagon,24,3,Diesel,yes,2015
Toyota,68500,van,1,3.5,Petrol,yes,2016
Volkswagen,2500,hatch,111,1.6,Gas,yes,1999
Volkswagen,2600,other,296,1.9,Diesel,no,2000
Mercedes-Benz,12250,van,300,2.2,Diesel,yes,2007
Toyota,39900,crossover,94,4,Gas,yes,2010
Volkswagen,1500,other,160,1.4,Petrol,no,1999
Mercedes-Benz,3700,sedan,270,3.5,Petrol,no,2004
BMW,8999,other,160,1.8,Petrol,yes,1997
Mitsubishi,9900,other,200,2.5,Diesel,yes,2007
Volkswagen,16800,crossover,249,5,Diesel,yes,2005
Volkswagen,23999,sedan,0,1.6,Diesel,yes,2016
Mercedes-Benz,36000,crossover,162,3,Diesel,yes,2009
Mitsubishi,15800,other,146,2.5,Diesel,yes,2013
Volkswagen,19300,sedan,136,2,Diesel,yes,2011
Renault,6450,van,148,1.5,Diesel,yes,2012
Renault,4200,van,220,1.5,Diesel,yes,2004
Mercedes-Benz,NA,sedan,29,6,Petrol,yes,2011
BMW,32000,crossover,52,3,Petrol,yes,2012
Toyota,12500,sedan,110,2.4,Gas,yes,2007
BMW,47900,crossover,178,4,Diesel,yes,2012
Mercedes-Benz,21999,sedan,200,3,Diesel,yes,2008
Audi,15000,sedan,168,NA,Other,yes,2007
Toyota,7500,hatch,74,1.3,Petrol,yes,2008
Mercedes-Benz,125000,sedan,17,3,Diesel,yes,2015
BMW,30500,hatch,110,4.4,Petrol,yes,2008
Volkswagen,17191.2,sedan,0,1.6,Petrol,yes,2016
Mercedes-Benz,45555,sedan,42,3,Diesel,yes,2011
BMW,15200,sedan,227,2.5,Petrol,yes,2008
Volkswagen,8700,sedan,270,NA,Diesel,yes,2009
Volkswagen,7800,van,226,1.9,Diesel,yes,2005
Volkswagen,22000,hatch,40,1.4,Petrol,yes,2013
Mitsubishi,9300,crossover,156,2.4,Gas,yes,2006
Mercedes-Benz,31900,sedan,97,2.2,Diesel,yes,2011
Mercedes-Benz,9350,van,160,2.2,Diesel,yes,2008
BMW,32500,sedan,134,2,Diesel,yes,2010
Renault,10200,vagon,151,1.5,Diesel,yes,2011
Toyota,8200,crossover,200,2,Gas,yes,2002
Mercedes-Benz,7400,sedan,190,2,Petrol,yes,2002
Mitsubishi,14200,crossover,155,3,Gas,yes,2007
Volkswagen,24900,sedan,1,1.6,Diesel,yes,2016
Mercedes-Benz,24300,sedan,150,3.5,Gas,yes,2008
Volkswagen,9300,van,176,1.9,Diesel,yes,2005
Volkswagen,21000,crossover,130,2.5,Diesel,yes,2008
Audi,36000,crossover,145,3,Petrol,yes,2010
Mitsubishi,22900,crossover,69,2.4,Petrol,yes,2014
Mercedes-Benz,9900,sedan,275,2.2,Other,yes,2005
Volkswagen,3950,hatch,288,1.8,Gas,yes,1996
Toyota,28700,crossover,100,3.5,Petrol,yes,2012
Volkswagen,16900,van,121,2,Diesel,yes,2014
Mercedes-Benz,7300,sedan,245,2.8,Gas,yes,1998
Mercedes-Benz,2200,sedan,400,2,Petrol,yes,1988
Toyota,25500,other,103,3.5,Petrol,yes,2010
Volkswagen,7650,other,260,2,Diesel,yes,2005
Toyota,22800,other,55,2.5,Petrol,yes,2013
Renault,8900,van,170,1.9,Diesel,yes,2005
Renault,10990,sedan,118,2,Petrol,yes,2012
Mercedes-Benz,107777,crossover,0,3,Diesel,yes,2016
Toyota,17000,sedan,95,2,Gas,yes,2011
Renault,999,sedan,430,2,Gas,yes,1988
Audi,12800,other,0,NA,Other,yes,2005
BMW,66500,crossover,0,2,Other,yes,2016
Volkswagen,4300,vagon,289,2,Petrol,yes,1994
BMW,3350,vagon,295,2,Diesel,no,2002
Toyota,10400,sedan,87,1.6,Petrol,yes,2008
BMW,22700,crossover,216,4.8,Petrol,yes,2007
Renault,6700,van,102,1.5,Diesel,yes,2012
Audi,3250,sedan,285,NA,Gas,no,1996
Audi,3800,sedan,257,2,Petrol,yes,1993
Volkswagen,10900,vagon,185,1.4,Petrol,yes,2011
Mercedes-Benz,11000,van,300,2.2,Diesel,yes,2007
Volkswagen,51900,crossover,30,3,Diesel,yes,2015
Mercedes-Benz,18900,sedan,232,3,Diesel,yes,2007
BMW,25500,sedan,148,3,Diesel,yes,2007
Renault,14500,sedan,98,1.5,Diesel,yes,2014
BMW,7900,sedan,260,3.5,Petrol,yes,1997
Audi,44800,crossover,95,3,Diesel,yes,2014
Toyota,26200,other,73,2.5,Diesel,yes,2012
BMW,14000,crossover,164,3,Diesel,no,2006
Renault,7900,van,300,1.9,Diesel,yes,2006
Renault,1350,sedan,100,1.7,Petrol,yes,1986
Volkswagen,10777,van,157,1.6,Diesel,yes,2012
Renault,8300,van,217,1.9,Diesel,yes,2004
Volkswagen,40000,sedan,1,1.4,Petrol,yes,2015
Mercedes-Benz,16800,other,266,3,Diesel,yes,2007
Audi,43000,crossover,1,2,Petrol,yes,2016
Toyota,22900,sedan,60,2.5,Petrol,yes,2012
Audi,10900,sedan,225,2.4,Petrol,yes,2005
BMW,2550,sedan,280,1.6,Petrol,no,2000
Mercedes-Benz,18700,other,142,2.2,Diesel,yes,2007
Toyota,3800,sedan,220,1.6,Petrol,yes,1994
Mercedes-Benz,7700,van,290,2.2,Diesel,yes,2004
BMW,112000,sedan,16,3,Diesel,yes,2015
Mercedes-Benz,2600,van,280,2.9,Diesel,no,1997
Volkswagen,14900,vagon,165,1.4,Petrol,yes,2013
Mitsubishi,11960,other,140,2.5,Diesel,yes,2007
Mitsubishi,19800,crossover,130,2.5,Diesel,yes,2011
Mercedes-Benz,12800,van,116,2.2,Diesel,yes,2012
Mercedes-Benz,34000,sedan,69,2,Petrol,yes,2013
Audi,29999,sedan,97,3,Petrol,yes,2011
Renault,10499,other,160,NA,Diesel,yes,2013
Mitsubishi,4900,vagon,250,2.5,Petrol,yes,2001
BMW,12900,sedan,200,2.5,Petrol,yes,2006
Mercedes-Benz,12600,sedan,300,2.7,Diesel,yes,2003
Volkswagen,9800,other,117,1.6,Diesel,yes,2014
Audi,3650,sedan,270,1.9,Diesel,yes,2002
Renault,1150,hatch,250,1.4,Petrol,yes,1987
Volkswagen,37900,crossover,73,3,Diesel,yes,2012
Volkswagen,17900,crossover,145,3,Diesel,yes,2007
BMW,37500,crossover,110,4.4,Petrol,yes,2011
BMW,27900,sedan,170,3,Petrol,yes,2011
Mercedes-Benz,177000,crossover,0,5.5,Petrol,yes,2016
Volkswagen,10600,van,153,1.6,Diesel,yes,2012
Mercedes-Benz,39900,crossover,127,5.5,Petrol,yes,2010
Volkswagen,5200,van,260,1.9,Diesel,no,2005
Volkswagen,16999,sedan,105,1.8,Petrol,yes,2011
Toyota,10200,sedan,122,7.2,Petrol,yes,2011
Renault,8400,van,260,1.9,Diesel,yes,2005
Audi,30900,crossover,27,2,Petrol,yes,2011
Mercedes-Benz,9500,van,248,2.2,Diesel,yes,2005
Mitsubishi,12800,crossover,153,1.6,Gas,yes,2011
BMW,48900,crossover,60,3,Diesel,yes,2011
Renault,11600,vagon,165,1.5,Diesel,yes,2012
Volkswagen,20200,hatch,22,1.2,Petrol,yes,2014
Mercedes-Benz,12700,hatch,140,1.7,Gas,yes,2007
Mercedes-Benz,144900,sedan,16,3,Diesel,yes,2014
Toyota,17835,crossover,240,2.7,Gas,yes,2007
Toyota,NA,vagon,160,2.4,Gas,yes,2007
Mercedes-Benz,30900,sedan,71,2.2,Diesel,yes,2012
Renault,9500,sedan,88,1.6,Gas,yes,2012
Volkswagen,11500,van,192,1.9,Diesel,yes,2008
Renault,18932.55,hatch,0,1.5,Diesel,yes,2016
Mercedes-Benz,33000,vagon,91,NA,Other,yes,2013
Renault,11700,vagon,155,1.5,Diesel,yes,2012
Renault,9900,crossover,201,1.9,Diesel,yes,2006
Mercedes-Benz,19500,sedan,180,3,Diesel,yes,2008
Mercedes-Benz,6000,sedan,350,2,Diesel,yes,1985
Audi,3400,vagon,261,2.5,Diesel,no,2004
Volkswagen,8200,other,102,1.6,Diesel,yes,2012
Toyota,15600,sedan,165,3.5,Gas,yes,2008
BMW,NA,sedan,43,3,Petrol,yes,2011
Toyota,47500,crossover,45,3,Diesel,yes,2014
Audi,33900,sedan,58,2,Petrol,yes,2014
Toyota,97500,crossover,2,4.6,Petrol,yes,2016
Renault,15000,sedan,21,1.5,Diesel,yes,2014
Toyota,28999,sedan,86,3.5,Petrol,yes,2013
Audi,15000,hatch,66,1.2,Petrol,yes,2011
Toyota,36000,crossover,66,3,Diesel,yes,2010
Toyota,19500,crossover,150,4,Petrol,yes,2005
Mercedes-Benz,5000,sedan,350,1.8,Other,yes,1995
Mercedes-Benz,17800,sedan,73,3,Petrol,yes,2008
Mercedes-Benz,5000,sedan,215,2.6,Gas,yes,1992
Renault,3100,hatch,275,1.2,Petrol,yes,1991
Renault,1200,sedan,240,1.7,Gas,yes,1988
BMW,3800,sedan,100,1.8,Petrol,yes,1992
Renault,1999,vagon,260,1.9,Diesel,no,2001
Mercedes-Benz,42900,hatch,3,NA,Other,yes,2016
Mercedes-Benz,8800,sedan,330,5,Petrol,yes,2000
Renault,8800,van,250,1.9,Diesel,yes,2006
Mercedes-Benz,15300,other,168,3.2,Petrol,yes,2003
BMW,39900,sedan,5,2,Petrol,yes,2016
Renault,7400,van,181,2,Diesel,yes,2007
Volkswagen,28000,van,163,2,Diesel,yes,2010
Volkswagen,12300,van,182,2,Diesel,yes,2011
Renault,3600,sedan,101,2,Petrol,yes,1997
Toyota,8450,sedan,193,1.6,Gas,yes,2007
Volkswagen,2500,hatch,297,1.6,Petrol,yes,1995
Toyota,9950,sedan,106,1.6,Gas,yes,2008
Mercedes-Benz,23200,sedan,58,1.8,Petrol,yes,2010
Toyota,10500,sedan,124,1.8,Petrol,yes,2008
Mercedes-Benz,11200,sedan,280,2.2,Diesel,yes,2005
Volkswagen,9750,van,1,1.9,Diesel,yes,2004
Toyota,20800,crossover,70,2.7,Petrol,yes,2008
Audi,33500,hatch,35,1.8,Petrol,yes,2014
Volkswagen,10000,sedan,66,1.6,Petrol,yes,2011
Mitsubishi,NA,crossover,205,2.5,Diesel,yes,2006
Mitsubishi,2199,hatch,400,1.8,Other,yes,1991
Audi,16800,hatch,47,1.2,Petrol,yes,2013
Mercedes-Benz,25500,crossover,200,4,Diesel,yes,2007
Audi,2099,sedan,314,1.9,Diesel,no,1996
Toyota,20000,crossover,250,4.2,Diesel,yes,2000
Volkswagen,7400,van,380,2.5,Diesel,yes,2000
Volkswagen,12000,other,209,NA,Diesel,yes,2006
Mercedes-Benz,NA,van,273,2.9,Diesel,yes,2001
BMW,16500,sedan,150,2.5,Petrol,yes,2005
Audi,18500,sedan,137,NA,Petrol,yes,2009
Mercedes-Benz,43500,other,51,3,Diesel,yes,2014
Renault,7450,other,190,NA,Diesel,yes,2004
Volkswagen,3100,hatch,118,1.8,Gas,yes,1993
Mercedes-Benz,12100,sedan,310,2.2,Diesel,yes,2005
Mercedes-Benz,12000,van,230,2.2,Diesel,yes,2008
Mitsubishi,33000,other,0,2.4,Diesel,yes,2016
Renault,15672.15,van,0,1.5,Diesel,yes,2016
Renault,6600,van,134,1.5,Diesel,yes,2011
Renault,12800,vagon,127,1.5,Diesel,yes,2011
Mercedes-Benz,300000,sedan,68,6,Petrol,yes,2011
Renault,7200,van,73,1.5,Diesel,yes,2012
BMW,21000,hatch,79,1.6,Petrol,yes,2013
Mitsubishi,5900,hatch,92,1.6,Petrol,yes,2003
Volkswagen,9500,van,205,2,Petrol,yes,2006
Renault,2100,van,270,1.9,Diesel,no,2002
Audi,4000,sedan,260,NA,Diesel,no,2000
Toyota,8100,hatch,91,1.6,Petrol,yes,2007
Mercedes-Benz,60000,crossover,140,5.5,Gas,yes,2008
BMW,2899,sedan,260,2,Diesel,no,2000
BMW,73900,sedan,57,4.4,Petrol,yes,2013
BMW,7998,sedan,253,NA,Petrol,yes,1998
BMW,3400,vagon,191,2,Diesel,no,2002
BMW,26500,sedan,70,3,Petrol,yes,2008
Mitsubishi,5800,sedan,186,1.6,Petrol,yes,2006
BMW,9999,sedan,200,1.8,Petrol,yes,2004
Volkswagen,12999,vagon,95,1.6,Diesel,yes,2010
Mercedes-Benz,75500,van,14,2.2,Diesel,yes,2015
BMW,2499,sedan,210,1.8,Petrol,no,2000
Renault,2900,hatch,280,NA,Diesel,no,2005
Volkswagen,3500,hatch,201,1.9,Diesel,no,2002
Audi,NA,sedan,177,1.8,Petrol,yes,1998
Volkswagen,10000,van,283,2.5,Diesel,yes,2005
Mitsubishi,7000,sedan,133,1.6,Petrol,yes,2008
Mercedes-Benz,169000,van,1,3,Diesel,yes,2014
Volkswagen,35999,crossover,84,3,Diesel,yes,2011
Mitsubishi,2900,sedan,350,1.6,Petrol,yes,1994
Volkswagen,32400,crossover,50,2,Diesel,yes,2014
Mitsubishi,15000,crossover,95,2.5,Diesel,yes,2008
Mitsubishi,7300,sedan,145,1.6,Petrol,yes,2008
Toyota,30500,sedan,7,2.5,Gas,yes,2015
BMW,6300,sedan,270,3.5,Petrol,yes,1998
Mitsubishi,6200,sedan,170,NA,Other,yes,2005
BMW,23500,crossover,180,4.8,Petrol,yes,2008
Volkswagen,NA,sedan,60,2,Diesel,yes,2013
Volkswagen,10400,sedan,87,1.6,Petrol,yes,2011
Volkswagen,22600,crossover,187,3,Diesel,yes,2008
Volkswagen,8900,hatch,128,1.4,Petrol,yes,2010
Audi,8400,sedan,260,1.8,Gas,yes,2003
Toyota,13300,sedan,158,2,Gas,yes,2009
Mercedes-Benz,16500,van,152,2.2,Diesel,yes,2012
Renault,4200,vagon,180,1.4,Petrol,yes,2000
Volkswagen,NA,van,320,1.6,Diesel,yes,1985
Volkswagen,18999,sedan,122,1.8,Petrol,yes,2012
Mitsubishi,12400,sedan,52,1.6,Petrol,yes,2013
Mitsubishi,3950,other,280,2.5,Diesel,no,1994
Toyota,13850,hatch,24,1.6,Other,yes,2010
Mitsubishi,5999,hatch,108,1.3,Petrol,yes,2006
Audi,2650,sedan,300,2,Petrol,yes,1987
BMW,5400,sedan,404,2.5,Petrol,yes,1992
Mercedes-Benz,28500,hatch,15,1.8,Diesel,yes,2014
Mercedes-Benz,46900,other,10,2.2,Diesel,yes,2012
Renault,12000,sedan,81,2,Petrol,yes,2012
Volkswagen,29040,sedan,0,1.4,Petrol,yes,2015
Mercedes-Benz,NA,van,261,2.2,Diesel,yes,2007
Audi,9800,hatch,165,1.6,Gas,yes,2006
BMW,7000,sedan,400,2.8,Petrol,yes,1998
Volkswagen,12800,van,230,2,Diesel,yes,2011
BMW,8500,sedan,365,3,Diesel,yes,2001
Toyota,3650,hatch,260,1.3,Petrol,yes,1996
Volkswagen,11500,other,51,1.6,Petrol,yes,2013
Volkswagen,9800,van,130,1.6,Diesel,yes,2012
Renault,2350,van,380,1.9,Diesel,no,2003
Audi,21800,vagon,172,2,Diesel,yes,2011
Volkswagen,20300,crossover,139,3,Diesel,yes,2008
Mercedes-Benz,11800,sedan,167,3.2,Diesel,yes,2003
Renault,8400,van,248,2.5,Diesel,yes,2005
BMW,NA,sedan,240,2.8,Gas,yes,1997
Mercedes-Benz,81500,sedan,1,3,Diesel,yes,2016
Mitsubishi,20300,other,30,NA,Diesel,yes,2014
Toyota,14900,other,175,3.5,Gas,yes,2008
Mitsubishi,7500,sedan,79,1.6,Gas,yes,2008
Volkswagen,NA,other,440,1.4,Petrol,yes,2008
Volkswagen,9400,hatch,187,1.6,Petrol,yes,2008
Renault,8700,hatch,21,1.6,Petrol,yes,2011
Volkswagen,13700,sedan,134,2,Diesel,yes,2012
Audi,4000,sedan,263,1.9,Diesel,yes,1996
Audi,2850,sedan,260,NA,Other,no,1999
Volkswagen,8950,van,206,1.6,Diesel,yes,2012
Audi,4299,sedan,307,2.8,Gas,yes,1991
Toyota,36500,crossover,2,3,Diesel,yes,2014
Mercedes-Benz,7600,van,315,2.9,Diesel,yes,1996
Mitsubishi,9200,crossover,110,2.4,Petrol,yes,2006
Mercedes-Benz,13000,sedan,191,1.8,Petrol,yes,2005
Toyota,24000,crossover,132,4,Petrol,yes,2008
Mercedes-Benz,8500,van,630,2.9,Diesel,yes,1998
Mercedes-Benz,20900,other,250,3.2,Diesel,yes,2007
BMW,18500,sedan,79,3,Diesel,no,2012
Mercedes-Benz,2000,sedan,270,2.9,Diesel,no,1996
Audi,2400,sedan,310,2,Diesel,yes,1989
Volkswagen,10800,sedan,63,20,Petrol,yes,2007
BMW,NA,sedan,145,2,Diesel,yes,2007
Renault,12399,van,177,2,Diesel,yes,2009
Toyota,15200,crossover,208,2,Petrol,yes,2006
Audi,23800,crossover,205,4.2,Gas,yes,2007
Volkswagen,3000,vagon,275,1.9,Diesel,no,2001
Mercedes-Benz,4000,sedan,300,1.8,Petrol,yes,1996
Renault,7000,vagon,231,1.6,Petrol,yes,2008
Volkswagen,17900,van,92,1.4,Petrol,yes,2012
Audi,3400,vagon,223,2.5,Diesel,no,2001
Volkswagen,2200,hatch,33,1.9,Diesel,yes,1985
BMW,7000,sedan,227,3,Diesel,no,2004
Audi,98000,other,12,5.2,Petrol,yes,2012
Volkswagen,12650,van,167,2,Diesel,yes,2011
Volkswagen,39040,sedan,0,2,Diesel,yes,2014
BMW,25500,crossover,187,4.8,Gas,yes,2007
Volkswagen,9000,sedan,130,1.6,Petrol,yes,2012
BMW,47300,crossover,10,2,Diesel,yes,2016
Renault,11500,van,177,2,Diesel,yes,2008
Mitsubishi,19000,crossover,47,2,Petrol,yes,2012
Mercedes-Benz,18500,crossover,1,3.5,Gas,yes,2006
Volkswagen,7170,van,176,2,Diesel,yes,2005
Mercedes-Benz,28000,other,250,3,Diesel,yes,2008
Audi,28500,sedan,74,1.8,Petrol,yes,2012
Volkswagen,25500,other,52,2,Petrol,yes,2012
Mitsubishi,10999,other,281,3,Gas,yes,2003
Mercedes-Benz,42500,sedan,100,5.5,Petrol,yes,2011
Toyota,16800,crossover,165,2.7,Petrol,yes,2005
Mercedes-Benz,NA,crossover,0,3,Diesel,yes,2016
Volkswagen,17900,vagon,115,1.8,Petrol,yes,2012
BMW,19900,other,218,3,Petrol,yes,2007
Volkswagen,8750,van,200,2.5,Diesel,yes,2006
Mercedes-Benz,111999,crossover,0,3,Diesel,yes,2016
BMW,9500,sedan,217,2.2,Petrol,yes,2002
Toyota,7500,hatch,98,1.3,Other,yes,2006
Mercedes-Benz,32500,crossover,254,3.2,Diesel,yes,2008
BMW,45000,sedan,110,NA,Other,yes,2012
Audi,3700,vagon,273,2.5,Diesel,no,2003
Mitsubishi,8500,other,135,1.5,Gas,yes,2008
Mercedes-Benz,109900,sedan,40,3,Diesel,yes,2014
Mercedes-Benz,39900,other,88,6.2,Petrol,yes,2008
Mercedes-Benz,4700,sedan,260,2.7,Diesel,no,2002
Audi,13200,vagon,182,2.7,Gas,yes,2003
Renault,6700,van,216,1.5,Diesel,yes,2010
Volkswagen,23000,sedan,80,2,Other,yes,2011
Volkswagen,6400,van,181,2,Diesel,yes,2008
Mercedes-Benz,97555,van,0,2.5,Diesel,yes,2016
Audi,7900,sedan,242,2,Petrol,yes,2002
Mercedes-Benz,5300,sedan,380,3,Diesel,yes,1995
Toyota,24171.42,sedan,1,2.5,Petrol,yes,2016
Audi,23400,sedan,112,2,Diesel,yes,2012
Toyota,10500,sedan,185,1.6,Petrol,yes,2008
Mercedes-Benz,4900,van,262,2.3,Diesel,yes,1998
BMW,16300,crossover,258,4.4,Petrol,yes,2005
Renault,1300,van,265,1.9,Diesel,no,1999
Mercedes-Benz,6700,van,1,2.2,Diesel,yes,2004
Renault,2850,hatch,315,2.2,Diesel,no,2003
Mercedes-Benz,109999,crossover,0,2.98,Diesel,yes,2016
Audi,3650,sedan,240,2.5,Diesel,no,2000
Volkswagen,4100,vagon,350,1.9,Diesel,yes,2003
Mercedes-Benz,9300,van,159,2.2,Diesel,yes,2010
BMW,18500,crossover,250,4.4,Gas,yes,2005
Mercedes-Benz,7600,sedan,384,2.8,Petrol,yes,2000
Mitsubishi,7300,sedan,112,1.6,Petrol,yes,2008
Renault,6700,van,220,2,Other,yes,2007
Toyota,14400,sedan,80,2.4,Petrol,yes,2008
Toyota,10600,sedan,204,1.8,Other,yes,2008
BMW,139000,crossover,0,4.4,Petrol,yes,2016
Renault,10000,vagon,234,2,Diesel,yes,2008
Toyota,12999,sedan,160,3.5,Gas,yes,2007
Renault,6800,van,168,1.5,Diesel,yes,2012
Volkswagen,15850,crossover,98,2,Diesel,yes,2008
Renault,6000,van,162,1.4,Petrol,yes,2007
Volkswagen,44700,van,120,3.5,Petrol,yes,2013
Renault,5600,vagon,117,1.5,Diesel,yes,2008
Renault,6100,vagon,130,NA,Diesel,yes,2009
Mercedes-Benz,21500,sedan,159,1.8,Gas,yes,2012
Renault,7600,van,183,1.9,Diesel,yes,2006
Mercedes-Benz,1950,sedan,1,2,Diesel,yes,1979
Volkswagen,9000,hatch,120,1.2,Diesel,yes,2012
BMW,35500,sedan,235,3,Diesel,yes,2010
Mitsubishi,5500,sedan,165,1.6,Petrol,yes,2006
Mercedes-Benz,32500,crossover,168,3.2,Diesel,yes,2009
BMW,18000,sedan,245,2.5,Petrol,yes,2007
Mercedes-Benz,NA,crossover,0,3,Diesel,yes,2016
Mercedes-Benz,18000,van,147,2.2,Diesel,yes,2013
Renault,10999,vagon,216,1.5,Diesel,yes,2012
Renault,7500,van,240,74,Diesel,yes,2005
Mercedes-Benz,22700,sedan,140,5,Petrol,yes,2007
Toyota,23500,sedan,75,2.5,Gas,yes,2011
Mercedes-Benz,10000,other,275,2.15,Diesel,yes,2006
Volkswagen,7700,van,157,1.9,Diesel,yes,2006
Volkswagen,10900,van,185,1.9,Diesel,yes,2009
Audi,12999,vagon,225,2.5,Diesel,yes,2004
BMW,67500,crossover,1,2,Diesel,yes,2016
Volkswagen,6800,van,325,2.5,Diesel,yes,2001
Mercedes-Benz,137000,crossover,82,5.5,Petrol,yes,2014
Mitsubishi,4950,sedan,256,2,Petrol,yes,1997
Renault,6999,sedan,65,1.4,Petrol,yes,2012
Mercedes-Benz,NA,crossover,1,3,Diesel,yes,2016
Volkswagen,29800,hatch,0,2,Diesel,yes,2015
Mercedes-Benz,16500,van,386,2.2,Diesel,yes,2006
BMW,6500,sedan,320,3,Gas,yes,2000
Renault,9999,vagon,100,1.5,Diesel,yes,2010
Volkswagen,8500,vagon,200,1.9,Diesel,yes,2003
Toyota,5750,hatch,160,1,Petrol,yes,2006
BMW,4950,sedan,1,3,Petrol,yes,1996
BMW,19900,other,129,2,Petrol,yes,2008
Mitsubishi,15900,crossover,180,3,Gas,yes,2008
Toyota,13500,crossover,131,2.4,Gas,yes,2006
Volkswagen,18950,crossover,149,3,Diesel,yes,2008
BMW,75555,sedan,30,4.4,Petrol,yes,2014
Volkswagen,3650,sedan,197,2,Petrol,yes,1996
Volkswagen,16000,crossover,90,2,Petrol,yes,2011
Toyota,21600,sedan,66,2.5,Petrol,yes,2011
Toyota,9500,hatch,103,1.6,Petrol,yes,2008
Audi,51500,crossover,28,3,Diesel,yes,2014
Volkswagen,5000,van,400,2.4,Diesel,yes,1993
Volkswagen,27000,other,90,2,Diesel,yes,2014
Renault,10900,other,189,2,Diesel,yes,2012
BMW,37700,crossover,108,3,Petrol,yes,2011
Renault,6299,van,66,1.5,Diesel,yes,2012
Mercedes-Benz,39900,sedan,29,6.3,Petrol,yes,2007
BMW,26900,crossover,140,4.8,Petrol,yes,2009
Audi,8999,vagon,190,2.7,Gas,yes,2004
Mercedes-Benz,20400,sedan,190,1.8,Gas,yes,2011
Volkswagen,16200,sedan,116,2,Diesel,yes,2011
Mitsubishi,5700,other,230,2,Petrol,yes,2003
BMW,9500,sedan,315,2.5,Diesel,yes,2001
BMW,25999,sedan,80,2,Petrol,yes,2012
Audi,28950,crossover,60,2,Petrol,yes,2012
Audi,6499,sedan,270,4.2,Petrol,yes,2000
Audi,3500,sedan,35,1.8,Gas,yes,1990
Renault,7450,hatch,68,1.2,Petrol,yes,2009
Mercedes-Benz,10500,sedan,266,5,Gas,yes,2004
BMW,31111,sedan,117,4.4,Petrol,yes,2010
Toyota,27000,other,192,3,Diesel,yes,2007
Toyota,26250,sedan,17,2.5,Petrol,yes,2015
Mercedes-Benz,7300,van,245,2.2,Diesel,yes,2002
Renault,11400,van,122,2,Diesel,yes,2013
Volkswagen,2200,sedan,279,1.9,Diesel,no,2000
Toyota,10500,van,200,2.7,Gas,yes,2005
Toyota,10500,crossover,200,4.5,Gas,yes,1996
Volkswagen,10974.21,sedan,1,1.6,Petrol,yes,2015
Volkswagen,11500,sedan,119,2,Diesel,yes,2007
BMW,42000,sedan,59,4.4,Petrol,yes,2009
Mercedes-Benz,17990,crossover,230,3,Diesel,yes,2007
Audi,2500,vagon,300,2.5,Diesel,no,2002
Audi,16500,sedan,136,3.2,Petrol,yes,2007
Audi,47000,crossover,64,3,Diesel,yes,2013
Mitsubishi,5300,hatch,240,1.8,Petrol,yes,2000
Toyota,41900,van,0,2.5,Diesel,yes,2016
BMW,7000,other,226,2.5,Petrol,yes,1999
Mercedes-Benz,26600,van,122,3,Diesel,yes,2012
Mitsubishi,6500,sedan,133,1.6,Petrol,yes,2007
Volkswagen,9600,sedan,185,1.6,Gas,yes,2008
Mitsubishi,3200,sedan,106,2,Gas,yes,1997
Mercedes-Benz,11200,other,198,6,Petrol,yes,2004
Mitsubishi,7900,crossover,143,2,Gas,yes,2007
Audi,29602.95,sedan,1,1.4,Petrol,yes,2016
Mercedes-Benz,8950,sedan,154,3.5,Gas,no,2005
Renault,8700,vagon,123,1.5,Diesel,yes,2009
Toyota,12900,sedan,177,2.4,Gas,yes,2009
Renault,10600,vagon,113,1.5,Diesel,yes,2011
Toyota,8500,hatch,93,1.6,Petrol,yes,2007
BMW,NA,sedan,99,4.4,Petrol,yes,2013
Toyota,14900,hatch,100,1.8,Other,yes,2010
Mitsubishi,2500,other,350,1.8,Petrol,yes,1990
Toyota,14400,crossover,119,NA,Gas,yes,2008
Audi,34000,crossover,118,2,Diesel,yes,2013
